Timestamp,Latitude,Longitude,Speed_mps,Heading_deg,Battery_Level_Percent,Signal_Strength_Percent,Anomaly_Flag
2024-10-01 00:00:00,20.000953378338803,-90.00093265963925,4.5633319730928115,152.28031294743187,98.87527986386746,88.19047956843875,Normal
2024-10-01 00:05:00,19.99793273393094,-89.99940921915807,5.171192449935648,268.21054451101145,98.02896091015569,90.32937606135536,Normal
2024-10-01 00:10:00,20.00138031957458,-90.00069392221893,4.93419818087204,314.372631266768,99.80389643646969,87.8990254619817,Normal
2024-10-01 00:15:00,20.00185772582895,-90.00039400031302,7.307505438956644,116.63499981819226,100.0,90.32490018288536,Anomaly
2024-10-01 00:20:00,20.00108797286746,-89.99997750876182,4.85967303625745,42.74906475585384,100.0,92.40845297689236,Normal
2024-10-01 00:25:00,19.99789771463109,-89.99835868755342,5.124345738759043,92.20709568667041,100.0,89.00317022494269,Normal
2024-10-01 00:30:00,20.0007641677978,-89.99934286609205,5.113434159755664,30.34066243604638,98.6449027789137,87.28922317927498,Normal
2024-10-01 00:35:00,20.00164599855802,-90.0007728534246,4.94980061502608,226.92401705346,100.0,91.33699110510715,Normal
2024-10-01 00:40:00,20.001542748787735,-89.99984815234276,5.377736883933422,266.6506196862881,98.44256946110883,93.16225051151375,Normal
2024-10-01 00:45:00,19.998591910752772,-89.9983486882395,5.046698200227523,154.53595503500776,99.46237766381716,89.74719577932615,Normal
2024-10-01 00:50:00,20.001016356831602,-89.99938482067157,5.240925869022541,343.00621734683017,99.15844784982438,92.09369335078202,Normal
2024-10-01 00:55:00,20.00179557040278,-90.0015982523595,5.106801352428482,261.90857661486046,99.8277953752555,91.13575457173172,Normal
2024-10-01 01:00:00,20.000029465718647,-90.00091523942864,4.697731137144681,136.6771935761307,99.33754460857006,89.81101058946079,Normal
2024-10-01 01:05:00,19.99854729877721,-90.0009919355025,4.865518970137395,36.796988685354755,100.0,95.92427723965706,Normal
2024-10-01 01:10:00,20.000828652592723,-89.99855927017464,5.27771142637148,177.73347776595844,100.0,90.91410573235068,Normal
2024-10-01 01:15:00,20.001053857968653,-89.99874371876413,5.275680150951673,181.38079346413647,100.0,90.76748181933442,Normal
2024-10-01 01:20:00,19.999860791835673,-90.00062503697778,5.622504524405848,198.21130831450074,100.0,86.3013861814296,Normal
2024-10-01 01:25:00,19.998809276544137,-90.00064658021981,5.929622073919335,245.6818128289937,98.25825005072947,90.3127073967752,Normal
2024-10-01 01:30:00,20.000981872084036,-89.99995530821734,4.739465561379496,95.1777722442385,98.55043628777247,85.73586538781507,Normal
2024-10-01 01:35:00,19.999231191134378,-89.9999253309539,5.06743707913982,0.8944078930468802,98.51816321592702,87.52893675998831,Normal
2024-10-01 01:40:00,20.00039734672654,-90.00096232592932,4.903297095224096,292.62410633983,96.90337639442272,89.10352876199094,Normal
2024-10-01 01:45:00,20.001558166355014,-90.0002491306749,4.446346181300562,296.4732098835584,99.06612117262034,89.28444523489597,Normal
2024-10-01 01:50:00,19.99834120190305,-90.00145360326985,5.282277569402211,328.18383608586555,98.62876504535517,89.34980004846913,Normal
2024-10-01 01:55:00,20.00090776399797,-89.99872767929509,7.857712363261875,348.8531903432993,99.82139334886195,89.72921222656122,Anomaly
2024-10-01 02:00:00,19.99979341796968,-90.00176033051284,4.461504386906743,57.30171942577992,99.52331399272578,92.96132675275229,Normal
2024-10-01 02:05:00,19.999819346716016,-90.00177143942189,4.8127503304123405,127.39380195868782,98.99833713539286,89.30444245068382,Normal
2024-10-01 02:10:00,20.000514316434533,-89.99956496054548,4.763955238785329,306.4893242814509,98.76477483481627,89.8091806306479,Normal
2024-10-01 02:15:00,19.999228615968587,-90.00123687623784,4.245787648387416,336.23978043370914,97.87616667287273,89.57996110590945,Normal
2024-10-01 02:20:00,19.99882498086307,-90.00050096495814,4.981811334917438,5.2306318637490135,98.57483609970953,86.51624672441493,Normal
2024-10-01 02:25:00,19.998215805227968,-89.9999368271389,7.92371757220285,139.51223126240254,98.70195625406528,90.41490540180858,Anomaly
2024-10-01 02:30:00,20.00123176270942,-89.99932469917013,5.079496845627663,40.81892176795862,98.2353629907677,92.13020733389847,Normal
2024-10-01 02:35:00,19.99962832781489,-90.00022108211795,5.134560762479896,283.84497574452587,98.18450488756905,91.12136470676609,Normal
